,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
2936,2936,Toyota Etios,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2,Toyota
2937,2937,Toyota Innova,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25,Toyota
2938,2938,Mercedes-Benz New,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170.0,5,18.5,Mercedes-Benz
2939,2939,Maruti Swift,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4,Maruti
2940,2940,Maruti Baleno,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74.0,5,6.5,Maruti
2941,2941,Hyundai Santro,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,3.2,Hyundai
2942,2942,Maruti Celerio,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99,Maruti
2943,2943,Ford Ecosport,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,5.45,Ford
2944,2944,Tata Manza,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,90.0,5,2.7,Tata
2945,2945,Honda Jazz,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,6.25,Honda
2946,2946,Mahindra XUV500,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,140.0,7,13.28,Mahindra
2947,2947,Nissan Micra,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,3.7,Nissan
2948,2948,Mercedes-Benz New,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,39.51,Mercedes-Benz
2949,2949,Tata Manza,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248,90.0,5,1.4,Tata
2950,2950,Maruti Swift,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,74.0,5,3.5,Maruti
2951,2951,Maruti Swift,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,3.78,Maruti
2952,2952,Tata Indigo,Pune,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,2.7,Tata
2953,2953,Honda Amaze,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,3.2,Honda
2954,2954,Maruti Swift,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,5.0,Maruti
2955,2955,Maruti Ertiga,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,7.0,Maruti
2956,2956,Hyundai Grand,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,82.0,5,2.85,Hyundai
2957,2957,Nissan Micra,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25,Nissan
2958,2958,Hyundai Grand,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,82.0,5,4.9,Hyundai
2959,2959,Jeep Compass,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170.0,5,16.9,Jeep
2960,2960,Volkswagen Polo,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,4.25,Volkswagen
2961,2961,Honda Amaze,Pune,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34,Honda
2962,2962,BMW X3,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995,184.0,5,17.0,BMW
2963,2963,BMW 3,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995,184.0,5,28.45,BMW
2964,2964,Honda City,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15,Honda
2965,2965,Mahindra Ssangyong,Kochi,2014,58995,Diesel,Manual,First,12.83,2696,162.0,7,9.25,Mahindra
2966,2966,Maruti Swift,Delhi,2015,37857,Diesel,Manual,First,26.59,1248,74.0,5,4.85,Maruti
2967,2967,Maruti Swift,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248,74.0,5,4.8,Maruti
2968,2968,Honda Brio,Pune,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3,Honda
2969,2969,Hyundai Grand,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197,82.0,5,4.75,Hyundai
2970,2970,Tata Zest,Pune,2017,72000,Diesel,Manual,First,22.95,1248,74.0,5,5.0,Tata
2971,2971,Hyundai EON,Jaipur,2015,91000,Petrol,Manual,First,21.1,814,55.2,5,2.5,Hyundai
2972,2972,Hyundai i20,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95,Hyundai
2973,2973,Volvo S60,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984,181.0,5,16.0,Volvo
2974,2974,Ford Ecosport,Delhi,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15,Ford
2975,2975,Maruti Ritz,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05,Maruti
2976,2976,Hyundai i20,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396,90.0,5,3.1,Hyundai
2977,2977,Maruti Dzire,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197,81.8,5,5.49,Maruti
2978,2978,Porsche Panamera,Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806,394.3,4,42.91,Porsche
2979,2979,Maruti Swift,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248,75.0,5,5.7,Maruti
2980,2980,Honda Brio,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85,Honda
2981,2981,Chevrolet Beat,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5,2.35,Chevrolet
2982,2982,Hyundai Creta,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591,121.3,5,14.76,Hyundai
2983,2983,Honda City,Pune,2008,119000,Petrol,Manual,Second,17.7,1497,78.0,5,2.25,Honda
2984,2984,Maruti Ritz,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65,Maruti
2985,2985,Ford EcoSport,Delhi,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25,Ford
2986,2986,BMW 3,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995,170.0,5,10.69,BMW
2987,2987,Hyundai Verna,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5,Hyundai
2988,2988,Toyota Innova,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102.0,8,5.1,Toyota
2989,2989,Maruti Wagon,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25,Maruti
2990,2990,Maruti Ertiga,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25,Maruti
2991,2991,Maruti Alto,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7,Maruti
2992,2992,Maruti A-Star,Kochi,2010,55324,Petrol,Manual,First,19.0,998,66.1,5,2.87,Maruti
2993,2993,BMW X5,Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993,235.0,5,17.75,BMW
2994,2994,Mahindra KUV,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,82.0,5,4.5,Mahindra
2995,2995,Hyundai i10,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197,80.0,5,2.95,Hyundai
2996,2996,Honda Civic,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799,130.0,5,2.6,Honda
2997,2997,Hyundai i10,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5,3.0,Hyundai
2998,2998,Mercedes-Benz New,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143,170.0,5,15.5,Mercedes-Benz
2999,2999,Toyota Etios,Pune,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8,Toyota
3000,3000,Honda City,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497,118.0,5,2.5,Honda
3001,3001,Maruti Swift,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248,74.0,5,5.75,Maruti
3002,3002,Maruti Swift,Pune,2010,68000,Petrol,Manual,First,22.0,1197,81.8,5,2.8,Maruti
3003,3003,Hyundai Verna,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59,Hyundai
3004,3004,Maruti Ritz,Pune,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65,Maruti
3005,3005,Toyota Fortuner,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982,168.5,7,19.85,Toyota
3006,3006,Jeep Compass,Pune,2018,16039,Diesel,Manual,First,17.1,1956,170.0,5,18.5,Jeep
3007,3007,Hyundai i20,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95,Hyundai
3008,3008,Maruti Wagon,Delhi,2014,48500,CNG,Manual,Second,26.6,998,58.16,5,2.85,Maruti
3009,3009,Tata New,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179,138.0,7,3.75,Tata
3010,3010,Maruti Swift,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3,Maruti
3011,3011,Tata Indigo,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396,69.01,5,2.3,Tata
3012,3012,Maruti Swift,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,74.0,5,5.95,Maruti
3013,3013,Maruti Celerio,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49,Maruti
3014,3014,BMW 5,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993,258.0,5,47.7,BMW
3015,3015,Volkswagen Polo,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198,74.0,5,6.43,Volkswagen
3016,3016,Tata Safari,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5,Tata
3017,3017,Mini Cooper,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598,181.0,4,39.75,Mini
3018,3018,Ford Figo,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196,70.0,5,4.0,Ford
3019,3019,Honda City,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498,98.6,5,6.98,Honda
3020,3020,Hyundai Tucson,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991,112.0,7,1.75,Hyundai
3021,3021,Skoda Laura,Delhi,2013,81755,Diesel,Manual,First,20.0,1968,108.5,5,4.75,Skoda
3022,3022,Toyota Fortuner,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982,171.0,7,23.5,Toyota
3023,3023,Hyundai Verna,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49,Hyundai
3024,3024,Mahindra XUV500,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179,140.0,7,10.85,Mahindra
3025,3025,Renault KWID,Mumbai,2017,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5,Renault
3026,3026,Hyundai i20,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3,Hyundai
3027,3027,Honda City,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75,Honda
3028,3028,Ford Endeavour,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198,197.0,7,28.88,Ford
3029,3029,Skoda Superb,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23,Skoda
3030,3030,BMW 3,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995,190.0,5,15.0,BMW
3031,3031,Maruti Ertiga,Mumbai,2013,53000,CNG,Manual,First,22.8,1373,80.9,7,5.8,Maruti
3032,3032,Maruti Ritz,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75,Maruti
3034,3034,Toyota Fortuner,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982,171.0,7,12.75,Toyota
3035,3035,Maruti Swift,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95,Maruti
3036,3036,Tata Tigor,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199,84.0,5,4.95,Tata
3037,3037,Honda City,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5,8.25,Honda
3038,3038,BMW 3,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995,170.0,5,20.99,BMW
3039,3039,Mercedes-Benz E-Class,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143,203.0,5,17.5,Mercedes-Benz
3040,3040,Maruti Swift,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74.0,5,5.36,Maruti
3041,3041,Maruti Ertiga,Delhi,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35,Maruti
3042,3042,Hyundai Verna,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95,Hyundai
3043,3043,Land Rover,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7,Land
3044,3044,Hyundai Santro,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086,62.0,5,1.15,Hyundai
3045,3045,Mercedes-Benz New,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5,Mercedes-Benz
3046,3046,Hyundai i10,Kochi,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07,Hyundai
3047,3047,Volkswagen Polo,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99,Volkswagen
3048,3048,Maruti Vitara,Delhi,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9,Maruti
3049,3049,Renault Duster,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49,Renault
3050,3050,Tata Indica,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248,75.0,5,1.1,Tata
3051,3051,Mercedes-Benz GL-Class,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56.0,Mercedes-Benz
3052,3052,Hyundai Xcent,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5,Hyundai
3053,3053,Hyundai Verna,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493,110.0,5,3.0,Hyundai
3054,3054,Hyundai Verna,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1,Hyundai
3055,3055,Ford Figo,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196,70.0,5,2.25,Ford
3056,3056,Maruti Swift,Chennai,2016,38000,Diesel,Manual,First,25.2,1248,74.0,5,5.95,Maruti
3057,3057,Renault Pulse,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95,Renault
3058,3058,Volkswagen Polo,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198,74.0,5,5.49,Volkswagen
3059,3059,BMW 3,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190.0,5,6.67,BMW
3060,3060,Skoda Rapid,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598,103.52,5,6.25,Skoda
3062,3062,Audi Q7,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88,Audi
3063,3063,Maruti Ciaz,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9,Maruti
3064,3064,Honda City,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99,Honda
3065,3065,Mercedes-Benz E-Class,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498,272.0,5,10.4,Mercedes-Benz
3066,3066,Audi A6,Pune,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29.0,Audi
3067,3067,Mahindra Xylo,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85,Mahindra
3068,3068,Honda City,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493,100.0,5,2.21,Honda
3069,3069,Maruti SX4,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4,Maruti
3070,3070,Toyota Corolla,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3.0,Toyota
3071,3071,Volkswagen Vento,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75,Volkswagen
3072,3072,Hyundai EON,Pune,2015,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95,Hyundai
3073,3073,Skoda Laura,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968,108.5,5,5.8,Skoda
3074,3074,Maruti Swift,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248,74.0,5,4.9,Maruti
3075,3075,Toyota Corolla,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95,Toyota
3076,3076,Toyota Innova,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494,100.0,8,12.5,Toyota
3077,3077,Tata Tiago,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047,69.0,5,5.0,Tata
3078,3078,Skoda Rapid,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68,Skoda
3079,3079,Ford Endeavour,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198,197.0,7,29.8,Ford
3080,3080,Renault KWID,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46,Renault
3081,3081,Hyundai i20,Pune,2012,75000,Diesel,Manual,First,23.0,1396,90.0,5,4.0,Hyundai
3082,3082,Skoda Laura,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896,106.0,5,4.5,Skoda
3083,3083,Toyota Corolla,Kochi,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87,Toyota
3084,3084,Mahindra Scorpio,Delhi,2015,61000,Diesel,Manual,First,15.4,2179,120.0,8,9.5,Mahindra
3085,3085,Audi Q5,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5,Audi
3086,3086,Chevrolet Enjoy,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8,3.88,Chevrolet
3087,3087,BMW 3,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190.0,5,13.08,BMW
3088,3088,Nissan Sunny,Delhi,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,Nissan
3089,3089,Honda Accord,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5,Honda
3090,3090,Hyundai Verna,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493,110.0,5,4.45,Hyundai
3091,3091,Maruti Omni,Jaipur,2015,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35,Maruti
3092,3092,Honda City,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5,5.0,Honda
3093,3093,Audi A7,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967,241.4,5,28.0,Audi
3094,3094,Ford Fiesta,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388,68.0,5,2.0,Ford
3095,3095,Hyundai i20,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35,Hyundai
3096,3096,Mercedes-Benz E-Class,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143,201.1,5,24.63,Mercedes-Benz
3097,3097,Maruti Wagon,Pune,2012,92000,CNG,Manual,Second,26.2,998,58.2,5,3.0,Maruti
3098,3098,Ford EcoSport,Chennai,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9,Ford
3099,3099,Hyundai i20,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197,80.0,5,3.25,Hyundai
3100,3100,Honda City,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25,Honda
3101,3101,Nissan Micra,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85,Nissan
3102,3102,Ford Figo,Pune,2010,129986,Diesel,Manual,Second,20.0,1399,68.0,5,3.2,Ford
3103,3103,Nissan Micra,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198,75.0,5,1.75,Nissan
3105,3105,Honda Accord,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75,Honda
3106,3106,Skoda Superb,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7,Skoda
3107,3107,Maruti Omni,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796,35.0,5,2.9,Maruti
3108,3108,Hyundai i20,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25,Hyundai
3109,3109,Hyundai Creta,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5,Hyundai
3110,3110,Maruti Swift,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,74.0,5,5.34,Maruti
3111,3111,Maruti Swift,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,74.0,5,3.85,Maruti
3112,3112,Toyota Innova,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,102.0,8,8.5,Toyota
3113,3113,Hyundai Xcent,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,71.0,5,4.2,Hyundai
3114,3114,Maruti Ertiga,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75,Maruti
3115,3115,Ford Endeavour,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26.0,Ford
3116,3116,Hyundai i20,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61,Hyundai
3117,3117,Maruti Zen,Mumbai,2009,47000,Petrol,Manual,First,19.0,998,67.1,5,1.46,Maruti
3118,3118,Maruti Ritz,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8,Maruti
3119,3119,Maruti Alto,Kochi,2018,44202,CNG,Manual,First,32.26,998,58.2,4,4.0,Maruti
3120,3120,Honda City,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497,118.0,5,5.47,Honda
3121,3121,Maruti Swift,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45,Maruti
3122,3122,BMW X1,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995,184.0,5,21.5,BMW
3123,3123,Tata Manza,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368,90.0,5,1.38,Tata
3124,3124,Mahindra XUV500,Chennai,2016,89000,Diesel,Manual,First,16.0,2179,140.0,7,13.5,Mahindra
3125,3125,Hyundai i10,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,3.1,Hyundai
3126,3126,Maruti Baleno,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,5.49,Maruti
3127,3127,Maruti Vitara,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,9.51,Maruti
3128,3128,Ford Figo,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,2.39,Ford
3129,3129,Maruti Wagon,Delhi,2014,74663,CNG,Manual,First,33.54,998,67.04,5,3.25,Maruti
3130,3130,Volkswagen Vento,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65,Volkswagen
3131,3131,Mahindra Xylo,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85,Mahindra
3132,3132,Porsche Cayenne,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340.0,5,2.02,Porsche
3133,3133,Maruti Swift,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8,Maruti
3134,3134,Volkswagen Polo,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,74.0,5,6.9,Volkswagen
3135,3135,Hyundai Verna,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35,Hyundai
3136,3136,Hyundai i10,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85,Hyundai
3137,3137,Mercedes-Benz E-Class,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143,204.0,5,22.75,Mercedes-Benz
3138,3138,Maruti Zen,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60.0,5,0.45,Maruti
3139,3139,Hyundai i10,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64,Hyundai
3140,3140,Honda Amaze,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27,Honda
3141,3141,Tata Safari,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,148.0,7,10.0,Tata
3142,3142,Honda Brio,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95,Honda
3143,3143,Hyundai i20,Kochi,2010,30754,Petrol,Manual,First,17.0,1197,80.0,5,3.38,Hyundai
3144,3144,Volkswagen Jetta,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,16.8,Volkswagen
3145,3145,Honda Jazz,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99,Honda
3146,3146,Hyundai Grand,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,82.0,5,5.84,Hyundai
3147,3147,Jaguar XF,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15,Jaguar
3148,3148,Jaguar XF,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7,Jaguar
3149,3149,Mahindra XUV500,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179,140.0,7,9.24,Mahindra
3150,3150,Maruti S,Delhi,2015,16607,Diesel,Manual,First,22.7,1598,118.0,5,7.65,Maruti
3151,3151,Audi A4,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31,Audi
3152,3152,Renault Duster,Delhi,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75,Renault
3153,3153,Maruti Swift,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69,Maruti
3154,3154,Volkswagen Polo,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1,Volkswagen
3155,3155,Maruti Omni,Jaipur,2012,65000,Petrol,Manual,First,19.7,796,35.0,8,1.55,Maruti
3156,3156,Hyundai Grand,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84,Hyundai
3157,3157,Tata Nano,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6,Tata
3158,3158,Audi A4,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73,Audi
3159,3159,Volkswagen Polo,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,74.0,5,4.75,Volkswagen
3160,3160,Maruti Alto,Chennai,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45,Maruti
3161,3161,Mini Cooper,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55,Mini
3162,3162,Audi A4,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25,Audi
3163,3163,Ford Endeavour,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158.0,7,27.36,Ford
3164,3164,Ford Ecosport,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,110.0,5,6.5,Ford
3165,3165,Hyundai Grand,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,82.0,5,4.25,Hyundai
3166,3166,Chevrolet Sail,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,5.5,Chevrolet
3167,3167,Maruti Swift,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,4.0,Maruti
3168,3168,Tata Zest,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65,Tata
3169,3169,Mercedes-Benz New,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,170.0,5,28.5,Mercedes-Benz
3170,3170,Chevrolet Cruze,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,7.11,Chevrolet
